order_id,date,month,iso_week,shift,machine_id,product_id,planned_qty,total_qty,good_qty,scrap_qty,planned_minutes,run_minutes,ideal_cycle_time_s,actual_cycle_time_s,energy_kwh,labor_hours,material_cost_eur,energy_cost_eur,maintenance_cost_eur,production_cost_eur,revenue_eur
WO-003982,2026-04-22,2026-04,2026-W17,Morning,M01,P02,343,301,297,4,430.0,402.92,74.0,80.32,373.01,7.17,17759.0,54.09,32.41,24754.17,37422.0
WO-003983,2026-04-22,2026-04,2026-W17,Afternoon,M01,P01,395,319,316,3,430.0,369.8,62.0,69.56,332.88,7.17,14036.0,48.27,27.78,19803.72,29704.0
WO-003984,2026-04-22,2026-04,2026-W17,Morning,M02,P02,328,272,267,5,430.0,380.88,74.0,84.02,274.85,7.17,16048.0,39.85,39.99,22427.51,33642.0
WO-003985,2026-04-22,2026-04,2026-W17,Afternoon,M02,P02,319,263,259,4,430.0,364.86,74.0,83.24,262.59,7.17,15517.0,38.08,107.21,21772.95,32634.0
WO-003986,2026-04-22,2026-04,2026-W17,Morning,M03,P01,388,351,347,4,430.0,402.87,62.0,68.87,400.3,7.17,15444.0,58.04,12.64,21718.35,32618.0
WO-003987,2026-04-22,2026-04,2026-W17,Afternoon,M03,P01,407,339,331,8,430.0,391.56,62.0,69.3,413.72,7.17,14916.0,59.99,12.0,20999.66,31114.0
WO-003988,2026-04-22,2026-04,2026-W17,Morning,M04,P03,636,424,415,9,430.0,309.21,38.0,43.76,248.37,7.17,11024.0,36.01,114.6,15790.28,23240.0
WO-003989,2026-04-22,2026-04,2026-W17,Afternoon,M04,P03,632,429,416,13,430.0,311.42,38.0,43.56,233.26,7.17,11154.0,33.82,78.34,15929.33,23296.0
WO-003990,2026-04-22,2026-04,2026-W17,Morning,M05,P05,466,385,375,10,430.0,382.15,52.0,59.56,223.0,7.17,18480.0,32.34,19.42,25664.43,38250.0
WO-003991,2026-04-22,2026-04,2026-W17,Afternoon,M05,P01,372,338,329,9,430.0,383.96,62.0,68.16,221.08,7.17,14872.0,32.06,12.0,20911.72,30926.0
WO-003992,2026-04-22,2026-04,2026-W17,Morning,M06,P01,398,355,352,3,430.0,393.87,62.0,66.57,248.98,7.17,15620.0,36.1,34.77,21958.54,33088.0
WO-003993,2026-04-22,2026-04,2026-W17,Afternoon,M06,P06,207,172,165,7,430.0,392.1,125.0,136.78,232.02,7.17,23908.0,33.64,24.82,33326.13,49170.0
WO-003994,2026-04-23,2026-04,2026-W17,Morning,M01,P03,639,553,549,4,430.0,373.0,38.0,40.47,329.14,7.17,14378.0,47.73,30.87,20297.76,30744.0
WO-003995,2026-04-23,2026-04,2026-W17,Afternoon,M01,P03,633,539,531,8,430.0,385.1,38.0,42.87,365.65,7.17,14014.0,53.02,33.15,19808.34,29736.0
WO-003996,2026-04-23,2026-04,2026-W17,Morning,M02,P02,309,274,269,5,430.0,369.03,74.0,80.81,260.19,7.17,16166.0,37.73,78.65,22624.05,33894.0
WO-003997,2026-04-23,2026-04,2026-W17,Afternoon,M02,P02,323,242,236,6,430.0,350.09,74.0,86.8,251.3,7.17,14278.0,36.44,27.19,20011.3,29736.0
WO-003998,2026-04-23,2026-04,2026-W17,Morning,M03,P01,400,334,327,7,430.0,390.54,62.0,70.16,400.56,7.17,14696.0,58.08,77.85,20763.6,30738.0
WO-003999,2026-04-23,2026-04,2026-W17,Afternoon,M03,P01,366,349,341,8,430.0,389.84,62.0,67.02,399.83,7.17,15356.0,57.98,12.0,21597.64,32054.0
WO-004000,2026-04-23,2026-04,2026-W17,Morning,M04,P03,678,465,457,8,430.0,327.46,38.0,42.25,256.63,7.17,12090.0,37.21,71.59,17203.97,25592.0
WO-004001,2026-04-23,2026-04,2026-W17,Afternoon,M04,P03,649,453,441,12,430.0,332.78,38.0,44.08,263.29,7.17,11778.0,38.18,123.2,16830.54,24696.0
WO-004002,2026-04-23,2026-04,2026-W17,Morning,M05,P01,397,340,337,3,430.0,388.79,62.0,68.61,221.11,7.17,14960.0,32.06,12.0,21031.73,31678.0
WO-004003,2026-04-23,2026-04,2026-W17,Afternoon,M05,P05,482,374,363,11,430.0,365.86,52.0,58.69,207.9,7.17,17952.0,30.15,62.54,24990.35,37026.0
WO-004004,2026-04-23,2026-04,2026-W17,Morning,M06,P06,199,183,177,6,430.0,406.51,125.0,133.28,254.67,7.17,25437.0,36.93,12.0,35406.59,52746.0
WO-004005,2026-04-23,2026-04,2026-W17,Afternoon,M06,P05,463,385,376,9,430.0,368.95,52.0,57.5,230.9,7.17,18480.0,33.48,15.39,25661.54,38352.0
WO-004006,2026-04-24,2026-04,2026-W17,Morning,M01,P02,304,284,278,6,430.0,382.05,74.0,80.71,361.1,7.17,16756.0,52.36,39.33,23399.36,35028.0
WO-004007,2026-04-24,2026-04,2026-W17,Afternoon,M01,P03,654,555,550,5,430.0,397.91,38.0,43.02,356.09,7.17,14430.0,51.63,52.82,20394.62,30800.0
WO-004008,2026-04-24,2026-04,2026-W17,Morning,M02,P02,332,285,279,6,430.0,383.93,74.0,80.83,282.33,7.17,16815.0,40.94,23.11,23451.71,35154.0
WO-004009,2026-04-24,2026-04,2026-W17,Afternoon,M02,P01,409,309,301,8,430.0,367.61,62.0,71.38,263.99,7.17,13596.0,38.28,13.54,19179.48,28294.0
WO-004010,2026-04-24,2026-04,2026-W17,Morning,M03,P01,390,350,345,5,430.0,398.0,62.0,68.23,411.99,7.17,15400.0,59.74,24.85,21672.26,32430.0
WO-004011,2026-04-24,2026-04,2026-W17,Afternoon,M03,P05,455,429,416,13,430.0,397.38,52.0,55.58,433.92,7.17,20592.0,62.92,45.86,28581.44,42432.0
WO-004012,2026-04-24,2026-04,2026-W17,Morning,M04,P06,196,132,126,6,430.0,324.11,125.0,147.32,255.1,7.17,18348.0,36.99,60.59,25765.25,37548.0
WO-004013,2026-04-24,2026-04,2026-W17,Afternoon,M04,P04,263,166,161,5,430.0,303.98,95.0,109.87,254.24,7.17,16434.0,36.86,68.79,22937.32,33810.0
WO-004014,2026-04-24,2026-04,2026-W17,Morning,M05,P05,469,401,393,8,430.0,382.27,52.0,57.2,213.47,7.17,19248.0,30.95,27.76,26711.39,40086.0
WO-004015,2026-04-24,2026-04,2026-W17,Afternoon,M05,P04,254,222,218,4,430.0,388.49,95.0,105.0,219.38,7.17,21978.0,31.81,14.76,30382.23,45780.0
WO-004016,2026-04-24,2026-04,2026-W17,Morning,M06,P01,370,381,375,6,430.0,417.1,62.0,65.69,252.76,7.17,16764.0,36.65,18.97,23503.29,35250.0
WO-004017,2026-04-24,2026-04,2026-W17,Afternoon,M06,P06,182,175,168,7,430.0,388.88,125.0,133.33,244.02,7.17,24325.0,35.38,33.85,33906.9,50064.0
WO-004018,2026-04-27,2026-04,2026-W18,Morning,M01,P03,639,562,555,7,430.0,379.24,38.0,40.49,337.8,7.17,14612.0,48.98,21.37,20609.02,31080.0
WO-004019,2026-04-27,2026-04,2026-W18,Afternoon,M01,P03,663,540,534,6,430.0,376.28,38.0,41.81,348.49,7.17,14040.0,50.53,89.36,19897.56,29904.0
WO-004020,2026-04-27,2026-04,2026-W18,Morning,M02,P05,444,379,369,10,430.0,361.39,52.0,57.21,248.26,7.17,18192.0,36.0,56.64,25315.31,37638.0
WO-004021,2026-04-27,2026-04,2026-W18,Afternoon,M02,P05,472,376,365,11,430.0,368.26,52.0,58.77,250.23,7.17,18048.0,36.28,36.63,25100.58,37230.0
WO-004022,2026-04-27,2026-04,2026-W18,Morning,M03,P03,658,566,558,8,430.0,397.89,38.0,42.18,437.46,7.17,14716.0,63.43,53.02,20797.12,31248.0
WO-004023,2026-04-27,2026-04,2026-W18,Afternoon,M03,P05,457,415,404,11,430.0,388.18,52.0,56.12,408.18,7.17,19920.0,59.19,29.3,27651.15,41208.0
WO-004024,2026-04-27,2026-04,2026-W18,Morning,M04,P04,245,174,169,5,430.0,303.32,95.0,104.59,260.08,7.17,17226.0,37.71,76.04,24017.41,35490.0
WO-004025,2026-04-27,2026-04,2026-W18,Afternoon,M04,P04,257,170,165,5,430.0,303.69,95.0,107.18,242.56,7.17,16830.0,35.17,58.88,23461.71,34650.0
WO-004026,2026-04-27,2026-04,2026-W18,Morning,M05,P05,484,403,393,10,430.0,381.93,52.0,56.86,206.42,7.17,19344.0,29.93,42.67,26855.26,40086.0
WO-004027,2026-04-27,2026-04,2026-W18,Afternoon,M05,P05,448,368,357,11,430.0,359.58,52.0,58.63,206.07,7.17,17664.0,29.88,20.63,24558.18,36414.0
WO-004028,2026-04-27,2026-04,2026-W18,Afternoon,M06,P06,196,160,153,7,430.0,383.31,125.0,143.74,237.46,7.17,22240.0,34.43,12.0,31034.1,45594.0
WO-004029,2026-04-28,2026-04,2026-W18,Afternoon,M01,P03,620,548,539,9,430.0,378.46,38.0,41.44,351.53,7.17,14248.0,50.97,36.24,20128.88,30184.0
WO-004030,2026-04-28,2026-04,2026-W18,Morning,M02,P05,509,411,399,12,430.0,390.42,52.0,57.0,275.91,7.17,19728.0,40.01,12.0,27354.67,40698.0
WO-004031,2026-04-28,2026-04,2026-W18,Afternoon,M02,P01,393,316,311,5,430.0,369.92,62.0,70.24,272.88,7.17,13904.0,39.57,31.04,19618.27,29234.0
WO-004032,2026-04-28,2026-04,2026-W18,Morning,M03,P05,469,415,404,11,430.0,381.93,52.0,55.22,384.54,7.17,19920.0,55.76,45.83,27664.26,41208.0
WO-004033,2026-04-28,2026-04,2026-W18,Afternoon,M03,P03,672,541,532,9,430.0,373.01,38.0,41.37,389.37,7.17,14066.0,56.46,40.44,19890.06,29792.0
WO-004034,2026-04-28,2026-04,2026-W18,Morning,M04,P03,652,431,426,5,430.0,306.95,38.0,42.73,248.02,7.17,11206.0,35.96,65.56,15989.69,23856.0
WO-004035,2026-04-28,2026-04,2026-W18,Afternoon,M04,P06,182,128,121,7,430.0,313.58,125.0,146.99,247.73,7.17,17792.0,35.92,117.66,25061.25,36058.0
WO-004036,2026-04-28,2026-04,2026-W18,Morning,M05,P04,260,219,215,4,430.0,377.39,95.0,103.39,222.2,7.17,21681.0,32.22,61.15,30027.04,45150.0
WO-004037,2026-04-28,2026-04,2026-W18,Afternoon,M05,P04,246,214,209,5,430.0,392.28,95.0,109.98,212.18,7.17,21186.0,30.77,12.0,29306.43,43890.0
WO-004038,2026-04-28,2026-04,2026-W18,Morning,M06,P04,251,227,222,5,430.0,394.43,95.0,104.26,227.4,7.17,22473.0,32.97,61.76,31100.4,46620.0
WO-004039,2026-04-28,2026-04,2026-W18,Afternoon,M06,P01,386,359,351,8,430.0,406.74,62.0,67.98,250.4,7.17,15796.0,36.31,16.38,22180.35,32994.0
WO-004040,2026-04-29,2026-04,2026-W18,Morning,M01,P01,402,339,333,6,430.0,381.04,62.0,67.44,345.83,7.17,14916.0,50.15,55.51,21033.33,31302.0
WO-004041,2026-04-29,2026-04,2026-W18,Afternoon,M01,P03,632,547,539,8,430.0,383.45,38.0,42.06,366.33,7.17,14222.0,53.12,63.95,20123.24,30184.0
WO-004042,2026-04-29,2026-04,2026-W18,Morning,M02,P05,479,390,385,5,430.0,382.8,52.0,58.89,264.65,7.17,18720.0,38.37,25.21,26001.25,39270.0
WO-004043,2026-04-29,2026-04,2026-W18,Afternoon,M02,P01,393,317,313,4,430.0,366.26,62.0,69.32,267.71,7.17,13948.0,38.82,70.24,19716.73,29422.0
WO-004044,2026-04-29,2026-04,2026-W18,Morning,M03,P03,617,584,581,3,430.0,393.62,38.0,40.44,410.51,7.17,15184.0,59.52,66.35,21445.54,32536.0
WO-004045,2026-04-29,2026-04,2026-W18,Afternoon,M03,P01,393,348,344,4,430.0,390.63,62.0,67.35,409.57,7.17,15312.0,59.39,40.07,21567.13,32336.0
WO-004046,2026-04-29,2026-04,2026-W18,Morning,M04,P04,264,192,186,6,430.0,338.73,95.0,105.85,256.73,7.17,19008.0,37.23,63.14,26416.04,39060.0
WO-004047,2026-04-29,2026-04,2026-W18,Afternoon,M04,P04,248,165,160,5,430.0,297.24,95.0,108.09,218.74,7.17,16335.0,31.72,72.58,22801.96,33600.0
WO-004048,2026-04-29,2026-04,2026-W18,Morning,M05,P05,479,401,392,9,430.0,374.77,52.0,56.08,212.43,7.17,19248.0,30.8,49.95,26733.42,39984.0
WO-004049,2026-04-29,2026-04,2026-W18,Afternoon,M05,P06,200,158,151,7,430.0,373.08,125.0,141.68,209.97,7.17,21962.0,30.44,59.5,30697.61,44998.0
WO-004050,2026-04-29,2026-04,2026-W18,Morning,M06,P01,394,349,344,5,430.0,400.72,62.0,68.89,239.79,7.17,15356.0,34.77,102.55,21664.98,32336.0
WO-004051,2026-04-29,2026-04,2026-W18,Afternoon,M06,P01,385,334,329,5,430.0,381.03,62.0,68.45,233.16,7.17,14696.0,33.81,79.63,20741.1,30926.0
WO-004052,2026-04-30,2026-04,2026-W18,Morning,M01,P03,646,568,562,6,430.0,394.4,38.0,41.66,356.4,7.17,14768.0,51.68,48.32,20851.67,31472.0
WO-004053,2026-04-30,2026-04,2026-W18,Afternoon,M01,P01,387,323,319,4,430.0,371.62,62.0,69.03,329.23,7.17,14212.0,47.74,17.22,20032.62,29986.0
WO-004054,2026-04-30,2026-04,2026-W18,Morning,M02,P02,344,289,283,6,430.0,380.83,74.0,79.07,270.74,7.17,17051.0,39.26,67.77,23814.69,35658.0
WO-004055,2026-04-30,2026-04,2026-W18,Afternoon,M02,P05,466,377,367,10,430.0,368.16,52.0,58.59,263.29,7.17,18096.0,38.18,81.16,25212.0,37434.0
WO-004056,2026-04-30,2026-04,2026-W18,Morning,M03,P05,468,435,422,13,430.0,405.23,52.0,55.89,438.46,7.17,20880.0,63.58,30.86,28957.1,43044.0
WO-004057,2026-04-30,2026-04,2026-W18,Afternoon,M03,P01,392,344,339,5,430.0,388.64,62.0,67.79,398.83,7.17,15136.0,57.83,56.6,21342.1,31866.0
WO-004058,2026-04-30,2026-04,2026-W18,Morning,M04,P04,257,173,169,4,430.0,321.34,95.0,111.45,262.58,7.17,17127.0,38.07,80.61,23888.35,35490.0
WO-004059,2026-04-30,2026-04,2026-W18,Afternoon,M04,P06,196,128,122,6,430.0,310.02,125.0,145.32,240.92,7.17,17792.0,34.93,84.48,25027.08,36356.0
WO-004060,2026-04-30,2026-04,2026-W18,Morning,M05,P06,198,168,160,8,430.0,384.25,125.0,137.23,209.07,7.17,23352.0,30.31,12.0,32549.98,47680.0
WO-004061,2026-04-30,2026-04,2026-W18,Afternoon,M05,P06,190,158,151,7,430.0,376.12,125.0,142.83,199.83,7.17,21962.0,28.98,39.08,30675.72,44998.0
WO-004062,2026-04-30,2026-04,2026-W18,Morning,M06,P06,194,179,172,7,430.0,398.02,125.0,133.41,247.12,7.17,24881.0,35.83,57.58,34691.08,51256.0
WO-004063,2026-04-30,2026-04,2026-W18,Afternoon,M06,P06,198,175,168,7,430.0,398.14,125.0,136.5,229.55,7.17,24325.0,33.28,32.09,33903.04,50064.0
WO-004064,2026-05-01,2026-05,2026-W18,Morning,M01,P01,367,338,333,5,430.0,392.15,62.0,69.61,363.0,7.17,14872.0,52.63,30.55,20950.85,31302.0
WO-004065,2026-05-01,2026-05,2026-W18,Afternoon,M01,P03,647,540,535,5,430.0,374.38,38.0,41.6,333.44,7.17,14040.0,48.35,16.25,19822.26,29960.0
WO-004066,2026-05-01,2026-05,2026-W18,Morning,M02,P02,304,251,247,4,430.0,351.65,74.0,84.06,258.81,7.17,14809.0,37.53,23.92,20729.11,31122.0
WO-004067,2026-05-01,2026-05,2026-W18,Afternoon,M02,P01,368,315,312,3,430.0,370.54,62.0,70.58,272.63,7.17,13860.0,39.53,47.66,19574.86,29328.0
WO-004068,2026-05-01,2026-05,2026-W18,Afternoon,M03,P03,625,577,572,5,430.0,393.86,38.0,40.96,411.9,7.17,15002.0,59.73,30.06,21160.95,32032.0
WO-004069,2026-05-01,2026-05,2026-W18,Morning,M04,P04,241,185,180,5,430.0,326.16,95.0,105.78,268.93,7.17,18315.0,39.0,59.89,25476.55,37800.0
WO-004070,2026-05-01,2026-05,2026-W18,Afternoon,M04,P04,249,170,164,6,430.0,313.6,95.0,110.68,250.92,7.17,16830.0,36.38,124.51,23528.56,34440.0
WO-004071,2026-05-01,2026-05,2026-W18,Morning,M05,P05,440,396,388,8,430.0,367.26,52.0,55.65,210.92,7.17,19008.0,30.58,46.22,26404.47,39576.0
WO-004072,2026-05-01,2026-05,2026-W18,Afternoon,M05,P05,451,386,377,9,430.0,374.0,52.0,58.14,211.22,7.17,18528.0,30.63,27.3,25735.59,38454.0
WO-004073,2026-05-01,2026-05,2026-W18,Morning,M06,P06,186,174,165,9,430.0,400.51,125.0,138.11,241.98,7.17,24186.0,35.09,41.5,33724.25,49170.0
WO-004074,2026-05-01,2026-05,2026-W18,Afternoon,M06,P05,455,421,410,11,430.0,404.66,52.0,57.67,237.21,7.17,20208.0,34.4,106.33,28093.39,41820.0
WO-004075,2026-05-04,2026-05,2026-W19,Morning,M01,P02,325,284,279,5,430.0,384.56,74.0,81.25,335.67,7.17,16756.0,48.67,37.45,23393.79,35154.0
WO-004076,2026-05-04,2026-05,2026-W19,Afternoon,M01,P03,608,554,545,9,430.0,380.88,38.0,41.25,345.5,7.17,14404.0,50.1,12.0,20316.76,30520.0
WO-004077,2026-05-04,2026-05,2026-W19,Morning,M02,P01,397,320,315,5,430.0,370.45,62.0,69.46,255.79,7.17,14080.0,37.09,33.34,19858.1,29610.0
WO-004078,2026-05-04,2026-05,2026-W19,Afternoon,M02,P02,298,261,255,6,430.0,366.03,74.0,84.14,259.68,7.17,15399.0,37.65,12.0,21517.32,32130.0
WO-004079,2026-05-04,2026-05,2026-W19,Morning,M03,P05,453,424,411,13,430.0,389.64,52.0,55.14,421.81,7.17,20352.0,61.16,15.28,28224.11,41922.0
WO-004080,2026-05-04,2026-05,2026-W19,Afternoon,M03,P03,602,567,559,8,430.0,391.04,38.0,41.38,419.25,7.17,14742.0,60.79,31.41,20808.37,31304.0
WO-004081,2026-05-04,2026-05,2026-W19,Morning,M04,P06,199,136,129,7,430.0,322.94,125.0,142.47,267.92,7.17,18904.0,38.85,73.21,26539.72,38442.0
WO-004082,2026-05-04,2026-05,2026-W19,Afternoon,M04,P03,606,444,438,6,430.0,318.47,38.0,43.04,254.04,7.17,11544.0,36.84,76.84,16463.34,24528.0
WO-004083,2026-05-04,2026-05,2026-W19,Morning,M05,P04,238,223,218,5,430.0,393.01,95.0,105.74,224.14,7.17,22077.0,32.5,17.71,30519.88,45780.0
WO-004084,2026-05-04,2026-05,2026-W19,Afternoon,M05,P01,395,331,325,6,430.0,382.58,62.0,69.35,221.02,7.17,14564.0,32.05,60.25,20539.97,30550.0
WO-004085,2026-05-04,2026-05,2026-W19,Morning,M06,P01,386,337,331,6,430.0,385.64,62.0,68.66,244.51,7.17,14828.0,35.45,53.36,20896.48,31114.0
WO-004086,2026-05-04,2026-05,2026-W19,Afternoon,M06,P06,196,176,169,7,430.0,401.81,125.0,136.98,239.28,7.17,24464.0,34.69,19.71,34082.07,50362.0
WO-004087,2026-05-05,2026-05,2026-W19,Morning,M01,P01,398,346,341,5,430.0,394.34,62.0,68.38,346.47,7.17,15224.0,50.24,12.77,21410.67,32054.0
WO-004088,2026-05-05,2026-05,2026-W19,Afternoon,M01,P02,314,268,263,5,430.0,377.6,74.0,84.54,341.34,7.17,15812.0,49.49,16.55,22093.71,33138.0
WO-004089,2026-05-05,2026-05,2026-W19,Morning,M02,P02,316,281,274,7,430.0,370.48,74.0,79.11,258.84,7.17,16579.0,37.53,40.97,23146.17,34524.0
WO-004090,2026-05-05,2026-05,2026-W19,Afternoon,M02,P05,457,383,374,9,430.0,369.01,52.0,57.81,266.31,7.17,18384.0,38.62,29.87,25551.15,38148.0
WO-004091,2026-05-05,2026-05,2026-W19,Morning,M03,P03,642,572,564,8,430.0,392.6,38.0,41.18,425.28,7.17,14872.0,61.66,21.73,20977.06,31584.0
WO-004092,2026-05-05,2026-05,2026-W19,Afternoon,M03,P03,646,575,565,10,430.0,386.91,38.0,40.37,414.82,7.17,14950.0,60.15,12.0,21072.32,31640.0
WO-004093,2026-05-05,2026-05,2026-W19,Morning,M04,P06,202,133,127,6,430.0,308.32,125.0,139.09,250.18,7.17,18487.0,36.28,65.31,25959.25,37846.0
WO-004094,2026-05-05,2026-05,2026-W19,Afternoon,M04,P03,619,428,417,11,430.0,319.54,38.0,44.79,266.63,7.17,11128.0,38.66,71.86,15892.19,23352.0
WO-004095,2026-05-05,2026-05,2026-W19,Morning,M05,P06,189,165,158,7,430.0,371.33,125.0,135.03,208.18,7.17,22935.0,30.19,32.48,32000.34,47084.0
WO-004096,2026-05-05,2026-05,2026-W19,Afternoon,M05,P06,190,167,159,8,430.0,377.91,125.0,135.78,207.51,7.17,23213.0,30.09,20.08,32367.83,47382.0
WO-004097,2026-05-05,2026-05,2026-W19,Morning,M06,P04,267,230,226,4,430.0,395.95,95.0,103.29,236.25,7.17,22770.0,34.26,40.29,31482.21,47460.0
WO-004098,2026-05-05,2026-05,2026-W19,Afternoon,M06,P06,190,167,161,6,430.0,389.12,125.0,139.8,236.19,7.17,23213.0,34.25,36.67,32388.58,47978.0
WO-004099,2026-05-06,2026-05,2026-W19,Morning,M01,P02,338,272,265,7,430.0,384.59,74.0,84.84,345.91,7.17,16048.0,50.16,17.22,22415.04,33390.0
WO-004100,2026-05-06,2026-05,2026-W19,Afternoon,M01,P02,323,273,269,4,430.0,374.78,74.0,82.37,328.86,7.17,16107.0,47.69,115.31,22590.66,33894.0
WO-004101,2026-05-06,2026-05,2026-W19,Morning,M02,P02,324,265,260,5,430.0,369.23,74.0,83.6,257.57,7.17,15635.0,37.35,81.16,21906.18,32760.0
WO-004102,2026-05-06,2026-05,2026-W19,Afternoon,M02,P01,361,334,328,6,430.0,381.27,62.0,68.49,282.66,7.17,14696.0,40.99,39.58,20708.24,30832.0
WO-004103,2026-05-06,2026-05,2026-W19,Morning,M03,P03,600,616,610,6,430.0,417.1,38.0,40.63,446.36,7.17,16016.0,64.72,45.7,22566.08,34160.0
WO-004104,2026-05-06,2026-05,2026-W19,Afternoon,M03,P03,623,542,532,10,430.0,380.56,38.0,42.13,407.2,7.17,14092.0,59.04,17.76,19905.47,29792.0
WO-004105,2026-05-06,2026-05,2026-W19,Morning,M04,P06,193,137,130,7,430.0,332.36,125.0,145.56,276.25,7.17,19043.0,40.06,86.72,26744.44,38740.0
WO-004106,2026-05-06,2026-05,2026-W19,Afternoon,M04,P04,253,171,165,6,430.0,309.2,95.0,108.49,257.8,7.17,16929.0,37.38,64.0,23603.04,34650.0
WO-004107,2026-05-06,2026-05,2026-W19,Morning,M05,P05,477,446,436,10,430.0,409.94,52.0,55.15,235.64,7.17,21408.0,34.17,46.39,29658.22,44472.0
WO-004108,2026-05-06,2026-05,2026-W19,Afternoon,M05,P06,201,166,158,8,430.0,376.74,125.0,136.17,209.79,7.17,23074.0,30.42,48.04,32206.12,47084.0
WO-004109,2026-05-06,2026-05,2026-W19,Morning,M06,P06,190,176,169,7,430.0,378.12,125.0,128.91,219.55,7.17,24464.0,31.83,32.97,34092.47,50362.0
WO-004110,2026-05-06,2026-05,2026-W19,Afternoon,M06,P06,201,165,158,7,430.0,388.24,125.0,141.18,232.2,7.17,22935.0,33.67,35.0,32006.33,47084.0
WO-004111,2026-05-07,2026-05,2026-W19,Morning,M01,P01,381,338,334,4,430.0,379.89,62.0,67.44,342.83,7.17,14872.0,49.71,28.05,20945.43,31396.0
WO-004112,2026-05-07,2026-05,2026-W19,Afternoon,M01,P02,334,282,276,6,430.0,380.89,74.0,81.04,350.7,7.17,16638.0,50.85,36.0,23234.52,34776.0
WO-004113,2026-05-07,2026-05,2026-W19,Morning,M02,P02,341,276,268,8,430.0,378.87,74.0,82.36,267.75,7.17,16284.0,38.82,73.84,22780.33,33768.0
WO-004114,2026-05-07,2026-05,2026-W19,Afternoon,M02,P01,371,317,313,4,430.0,369.22,62.0,69.88,253.38,7.17,13948.0,36.74,53.72,19698.13,29422.0
WO-004115,2026-05-07,2026-05,2026-W19,Morning,M03,P05,467,414,405,9,430.0,384.36,52.0,55.7,405.0,7.17,19872.0,58.72,54.35,27610.75,41310.0
WO-004116,2026-05-07,2026-05,2026-W19,Afternoon,M03,P03,642,542,533,9,430.0,381.91,38.0,42.28,402.01,7.17,14092.0,58.29,49.29,19936.25,29848.0
WO-004117,2026-05-07,2026-05,2026-W19,Morning,M04,P03,648,416,408,8,430.0,306.09,38.0,44.15,255.77,7.17,10816.0,37.09,97.42,15490.17,22848.0
WO-004118,2026-05-07,2026-05,2026-W19,Afternoon,M04,P04,248,172,167,5,430.0,315.15,95.0,109.93,249.44,7.17,17028.0,36.17,124.46,23796.3,35070.0
WO-004119,2026-05-07,2026-05,2026-W19,Morning,M05,P01,388,339,334,5,430.0,382.08,62.0,67.62,207.45,7.17,14916.0,30.08,17.25,20974.99,31396.0
WO-004120,2026-05-07,2026-05,2026-W19,Afternoon,M05,P01,375,328,322,6,430.0,385.42,62.0,70.5,214.91,7.17,14432.0,31.16,15.68,20314.51,30268.0
WO-004121,2026-05-07,2026-05,2026-W19,Morning,M06,P01,382,339,333,6,430.0,387.08,62.0,68.51,237.46,7.17,14916.0,34.43,34.46,20996.56,31302.0
WO-004122,2026-05-07,2026-05,2026-W19,Afternoon,M06,P05,439,385,376,9,430.0,374.83,52.0,58.42,223.63,7.17,18480.0,32.43,37.46,25682.55,38352.0
WO-004123,2026-05-08,2026-05,2026-W19,Morning,M01,P01,403,343,340,3,430.0,381.4,62.0,66.72,348.09,7.17,15092.0,50.47,55.98,21274.12,31960.0
WO-004124,2026-05-08,2026-05,2026-W19,Afternoon,M01,P02,312,274,267,7,430.0,379.29,74.0,83.06,349.6,7.17,16166.0,50.69,33.0,22591.36,33642.0
WO-004125,2026-05-08,2026-05,2026-W19,Morning,M02,P02,301,262,258,4,430.0,357.84,74.0,81.95,242.96,7.17,15458.0,35.23,12.0,21594.9,32508.0
WO-004126,2026-05-08,2026-05,2026-W19,Afternoon,M02,P05,416,395,387,8,430.0,374.54,52.0,56.89,276.0,7.17,18960.0,40.02,37.78,26340.46,39474.0
WO-004127,2026-05-08,2026-05,2026-W19,Morning,M03,P05,459,432,421,11,430.0,394.38,52.0,54.77,427.31,7.17,20736.0,61.96,34.12,28763.75,42942.0
WO-004128,2026-05-08,2026-05,2026-W19,Afternoon,M03,P01,385,346,338,8,430.0,391.62,62.0,67.91,422.28,7.17,15224.0,61.23,22.95,21431.85,31772.0
WO-004129,2026-05-08,2026-05,2026-W19,Morning,M04,P04,251,197,192,5,430.0,345.64,95.0,105.27,273.94,7.17,19503.0,39.72,71.17,27096.56,40320.0
WO-004130,2026-05-08,2026-05,2026-W19,Afternoon,M04,P03,642,436,426,10,430.0,309.52,38.0,42.6,246.22,7.17,11336.0,35.7,66.85,16168.22,23856.0
WO-004131,2026-05-08,2026-05,2026-W19,Morning,M05,P05,470,395,384,11,430.0,379.05,52.0,57.58,215.33,7.17,18960.0,31.22,43.05,26336.94,39168.0
WO-004132,2026-05-08,2026-05,2026-W19,Afternoon,M05,P04,252,202,197,5,430.0,360.28,95.0,107.01,204.39,7.17,19998.0,29.64,40.5,27725.8,41370.0
WO-004133,2026-05-08,2026-05,2026-W19,Morning,M06,P01,388,338,333,5,430.0,396.0,62.0,70.3,247.14,7.17,14872.0,35.83,35.29,20938.8,31302.0
WO-004134,2026-05-08,2026-05,2026-W19,Afternoon,M06,P06,200,173,166,7,430.0,387.31,125.0,134.33,245.78,7.17,24047.0,35.64,24.16,33517.46,49468.0
