event_id,order_id,date,shift,machine_id,category,reason,duration_min,planned
DT-0010723,WO-004498,2026-06-22,Afternoon,M05,Microstop,Material jam,18.41,0
DT-0010724,WO-004498,2026-06-22,Afternoon,M05,Process,Parameter adjustment,27.96,0
DT-0010725,WO-004499,2026-06-22,Morning,M06,Process,Parameter adjustment,26.06,0
DT-0010726,WO-004499,2026-06-22,Morning,M06,Breakdown,Mechanical fault,5.13,0
DT-0010727,WO-004499,2026-06-22,Morning,M06,Process,Parameter adjustment,2.06,0
DT-0010728,WO-004500,2026-06-22,Afternoon,M06,Material,Material shortage,16.17,0
DT-0010729,WO-004500,2026-06-22,Afternoon,M06,Microstop,Vision retry,30.91,0
DT-0010730,WO-004501,2026-06-23,Morning,M01,Material,Material shortage,38.28,0
DT-0010731,WO-004501,2026-06-23,Morning,M01,Changeover,Planned changeover,3.07,1
DT-0010732,WO-004502,2026-06-23,Afternoon,M01,Process,Parameter adjustment,23.22,0
DT-0010733,WO-004502,2026-06-23,Afternoon,M01,Changeover,Tooling change,3.32,0
DT-0010734,WO-004502,2026-06-23,Afternoon,M01,Planned,Preventive maintenance,51.62,1
DT-0010735,WO-004503,2026-06-23,Morning,M02,Changeover,Tooling change,47.64,0
DT-0010736,WO-004503,2026-06-23,Morning,M02,Process,Parameter adjustment,14.84,0
DT-0010737,WO-004504,2026-06-23,Afternoon,M02,Breakdown,Mechanical fault,36.3,0
DT-0010738,WO-004504,2026-06-23,Afternoon,M02,Microstop,Material jam,31.96,0
DT-0010739,WO-004505,2026-06-23,Morning,M03,Breakdown,Sensor fault,0.99,0
DT-0010740,WO-004505,2026-06-23,Morning,M03,Planned,Calibration,31.61,1
DT-0010741,WO-004505,2026-06-23,Morning,M03,Breakdown,Mechanical fault,1.69,0
DT-0010742,WO-004505,2026-06-23,Morning,M03,Microstop,Vision retry,3.15,0
DT-0010743,WO-004506,2026-06-23,Afternoon,M03,Material,Material shortage,63.6,0
DT-0010744,WO-004507,2026-06-23,Morning,M04,Microstop,Material jam,98.77,0
DT-0010745,WO-004507,2026-06-23,Morning,M04,Changeover,Planned changeover,18.97,1
DT-0010746,WO-004508,2026-06-23,Afternoon,M04,Breakdown,Robot recovery,61.63,0
DT-0010747,WO-004508,2026-06-23,Afternoon,M04,Breakdown,Robot recovery,66.2,0
DT-0010748,WO-004508,2026-06-23,Afternoon,M04,Breakdown,Mechanical fault,3.12,0
DT-0010749,WO-004509,2026-06-23,Morning,M05,Microstop,Material jam,6.22,0
DT-0010750,WO-004509,2026-06-23,Morning,M05,Breakdown,Mechanical fault,20.92,0
DT-0010751,WO-004509,2026-06-23,Morning,M05,Changeover,Tooling change,26.34,0
DT-0010752,WO-004510,2026-06-23,Afternoon,M05,Microstop,Material jam,6.27,0
DT-0010753,WO-004510,2026-06-23,Afternoon,M05,Changeover,Tooling change,3.1,0
DT-0010754,WO-004510,2026-06-23,Afternoon,M05,Microstop,Vision retry,47.31,0
DT-0010755,WO-004510,2026-06-23,Afternoon,M05,Microstop,Material jam,19.56,0
DT-0010756,WO-004511,2026-06-23,Morning,M06,Process,Parameter adjustment,33.05,0
DT-0010757,WO-004511,2026-06-23,Morning,M06,Microstop,Material jam,2.91,0
DT-0010758,WO-004512,2026-06-23,Afternoon,M06,Breakdown,Mechanical fault,5.43,0
DT-0010759,WO-004512,2026-06-23,Afternoon,M06,Planned,Calibration,12.74,1
DT-0010760,WO-004512,2026-06-23,Afternoon,M06,Breakdown,Mechanical fault,4.81,0
DT-0010761,WO-004512,2026-06-23,Afternoon,M06,Breakdown,Mechanical fault,4.59,0
DT-0010762,WO-004513,2026-06-24,Morning,M01,Planned,Calibration,15.66,1
DT-0010763,WO-004513,2026-06-24,Morning,M01,Breakdown,Sensor fault,36.4,0
DT-0010764,WO-004514,2026-06-24,Afternoon,M01,Breakdown,Mechanical fault,29.63,0
DT-0010765,WO-004514,2026-06-24,Afternoon,M01,Breakdown,Sensor fault,23.87,0
DT-0010766,WO-004515,2026-06-24,Morning,M02,Changeover,Tooling change,37.65,0
DT-0010767,WO-004515,2026-06-24,Morning,M02,Planned,Calibration,3.82,1
DT-0010768,WO-004516,2026-06-24,Afternoon,M02,Changeover,Tooling change,39.21,0
DT-0010769,WO-004516,2026-06-24,Afternoon,M02,Microstop,Vision retry,15.31,0
DT-0010770,WO-004517,2026-06-24,Morning,M03,Changeover,Tooling change,35.69,0
DT-0010771,WO-004517,2026-06-24,Morning,M03,Planned,Preventive maintenance,1.4,1
DT-0010772,WO-004518,2026-06-24,Afternoon,M03,Material,Material shortage,17.36,0
DT-0010773,WO-004518,2026-06-24,Afternoon,M03,Microstop,Vision retry,8.44,0
DT-0010774,WO-004518,2026-06-24,Afternoon,M03,Planned,Preventive maintenance,2.41,1
DT-0010775,WO-004518,2026-06-24,Afternoon,M03,Changeover,Planned changeover,20.17,1
DT-0010776,WO-004519,2026-06-24,Morning,M04,Changeover,Fixture setup,108.4,0
DT-0010777,WO-004519,2026-06-24,Morning,M04,Changeover,Fixture setup,5.26,0
DT-0010778,WO-004520,2026-06-24,Afternoon,M04,Changeover,Fixture setup,15.68,0
DT-0010779,WO-004520,2026-06-24,Afternoon,M04,Changeover,Fixture setup,71.13,0
DT-0010780,WO-004520,2026-06-24,Afternoon,M04,Changeover,Fixture setup,31.56,0
DT-0010781,WO-004521,2026-06-24,Morning,M05,Microstop,Material jam,6.22,0
DT-0010782,WO-004521,2026-06-24,Morning,M05,Planned,Preventive maintenance,3.39,1
DT-0010783,WO-004521,2026-06-24,Morning,M05,Changeover,Tooling change,35.5,0
DT-0010784,WO-004521,2026-06-24,Morning,M05,Changeover,Planned changeover,10.4,1
DT-0010785,WO-004521,2026-06-24,Morning,M05,Microstop,Material jam,4.96,0
DT-0010786,WO-004522,2026-06-24,Afternoon,M05,Breakdown,Sensor fault,2.11,0
DT-0010787,WO-004522,2026-06-24,Afternoon,M05,Changeover,Tooling change,30.02,0
DT-0010788,WO-004522,2026-06-24,Afternoon,M05,Microstop,Material jam,11.5,0
DT-0010789,WO-004522,2026-06-24,Afternoon,M05,Changeover,Tooling change,9.78,0
DT-0010790,WO-004523,2026-06-24,Morning,M06,Changeover,Tooling change,3.3,0
DT-0010791,WO-004523,2026-06-24,Morning,M06,Changeover,Planned changeover,21.86,1
DT-0010792,WO-004524,2026-06-24,Afternoon,M06,Material,Material shortage,16.12,0
DT-0010793,WO-004524,2026-06-24,Afternoon,M06,Material,Material shortage,12.87,0
DT-0010794,WO-004525,2026-06-25,Morning,M01,Microstop,Material jam,47.74,0
DT-0010795,WO-004526,2026-06-25,Afternoon,M01,Microstop,Vision retry,64.6,0
DT-0010796,WO-004527,2026-06-25,Morning,M02,Microstop,Vision retry,43.1,0
DT-0010797,WO-004528,2026-06-25,Afternoon,M02,Changeover,Tooling change,68.78,0
DT-0010798,WO-004529,2026-06-25,Morning,M03,Process,Parameter adjustment,10.28,0
DT-0010799,WO-004529,2026-06-25,Morning,M03,Planned,Preventive maintenance,8.32,1
DT-0010800,WO-004529,2026-06-25,Morning,M03,Breakdown,Mechanical fault,31.69,0
DT-0010801,WO-004530,2026-06-25,Afternoon,M03,Breakdown,Sensor fault,29.14,0
DT-0010802,WO-004531,2026-06-25,Morning,M04,Changeover,Fixture setup,75.45,0
DT-0010803,WO-004531,2026-06-25,Morning,M04,Microstop,Vision retry,37.84,0
DT-0010804,WO-004532,2026-06-25,Afternoon,M04,Changeover,Planned changeover,24.8,1
DT-0010805,WO-004532,2026-06-25,Afternoon,M04,Changeover,Tooling change,32.59,0
DT-0010806,WO-004532,2026-06-25,Afternoon,M04,Microstop,Vision retry,12.08,0
DT-0010807,WO-004532,2026-06-25,Afternoon,M04,Planned,Calibration,5.69,1
DT-0010808,WO-004532,2026-06-25,Afternoon,M04,Planned,Preventive maintenance,53.93,1
DT-0010809,WO-004533,2026-06-25,Morning,M05,Breakdown,Sensor fault,3.81,0
DT-0010810,WO-004533,2026-06-25,Morning,M05,Process,Parameter adjustment,2.7,0
DT-0010811,WO-004533,2026-06-25,Morning,M05,Breakdown,Sensor fault,0.98,0
DT-0010812,WO-004533,2026-06-25,Morning,M05,Process,Parameter adjustment,20.46,0
DT-0010813,WO-004534,2026-06-25,Afternoon,M05,Planned,Preventive maintenance,29.04,1
DT-0010814,WO-004534,2026-06-25,Afternoon,M05,Process,Parameter adjustment,3.96,0
DT-0010815,WO-004534,2026-06-25,Afternoon,M05,Breakdown,Mechanical fault,31.29,0
DT-0010816,WO-004535,2026-06-25,Morning,M06,Planned,Preventive maintenance,15.58,1
DT-0010817,WO-004535,2026-06-25,Morning,M06,Breakdown,Sensor fault,6.64,0
DT-0010818,WO-004535,2026-06-25,Morning,M06,Breakdown,Mechanical fault,12.41,0
DT-0010819,WO-004535,2026-06-25,Morning,M06,Changeover,Planned changeover,5.12,1
DT-0010820,WO-004536,2026-06-25,Afternoon,M06,Microstop,Material jam,3.03,0
DT-0010821,WO-004536,2026-06-25,Afternoon,M06,Material,Material shortage,14.29,0
DT-0010822,WO-004536,2026-06-25,Afternoon,M06,Material,Material shortage,2.82,0
DT-0010823,WO-004536,2026-06-25,Afternoon,M06,Breakdown,Mechanical fault,5.28,0
DT-0010824,WO-004537,2026-06-26,Morning,M01,Microstop,Vision retry,31.18,0
DT-0010825,WO-004537,2026-06-26,Morning,M01,Planned,Calibration,9.19,1
DT-0010826,WO-004538,2026-06-26,Afternoon,M01,Breakdown,Sensor fault,5.05,0
DT-0010827,WO-004538,2026-06-26,Afternoon,M01,Breakdown,Mechanical fault,47.7,0
DT-0010828,WO-004539,2026-06-26,Morning,M02,Microstop,Vision retry,32.44,0
DT-0010829,WO-004540,2026-06-26,Afternoon,M02,Microstop,Material jam,55.91,0
DT-0010830,WO-004540,2026-06-26,Afternoon,M02,Process,Parameter adjustment,14.7,0
DT-0010831,WO-004541,2026-06-26,Morning,M03,Changeover,Tooling change,46.77,0
DT-0010832,WO-004542,2026-06-26,Afternoon,M03,Planned,Calibration,23.01,1
DT-0010833,WO-004542,2026-06-26,Afternoon,M03,Breakdown,Sensor fault,3.46,0
DT-0010834,WO-004542,2026-06-26,Afternoon,M03,Process,Parameter adjustment,3.89,0
DT-0010835,WO-004542,2026-06-26,Afternoon,M03,Breakdown,Mechanical fault,19.22,0
DT-0010836,WO-004542,2026-06-26,Afternoon,M03,Changeover,Tooling change,1.24,0
DT-0010837,WO-004543,2026-06-26,Morning,M04,Breakdown,Robot recovery,85.55,0
DT-0010838,WO-004543,2026-06-26,Morning,M04,Changeover,Tooling change,25.21,0
DT-0010839,WO-004544,2026-06-26,Afternoon,M04,Changeover,Fixture setup,134.41,0
DT-0010840,WO-004545,2026-06-26,Morning,M05,Changeover,Tooling change,23.96,0
DT-0010841,WO-004545,2026-06-26,Morning,M05,Changeover,Tooling change,26.78,0
DT-0010842,WO-004546,2026-06-26,Afternoon,M05,Changeover,Planned changeover,20.57,1
DT-0010843,WO-004546,2026-06-26,Afternoon,M05,Microstop,Material jam,44.21,0
DT-0010844,WO-004547,2026-06-26,Morning,M06,Changeover,Tooling change,10.58,0
DT-0010845,WO-004547,2026-06-26,Morning,M06,Microstop,Vision retry,26.27,0
DT-0010846,WO-004548,2026-06-26,Afternoon,M06,Material,Material shortage,61.96,0
DT-0010847,WO-004549,2026-06-29,Morning,M01,Material,Material shortage,21.47,0
DT-0010848,WO-004549,2026-06-29,Morning,M01,Breakdown,Sensor fault,6.32,0
DT-0010849,WO-004550,2026-06-29,Afternoon,M01,Changeover,Tooling change,54.25,0
DT-0010850,WO-004551,2026-06-29,Morning,M02,Changeover,Tooling change,42.71,0
DT-0010851,WO-004551,2026-06-29,Morning,M02,Material,Material shortage,1.65,0
DT-0010852,WO-004551,2026-06-29,Morning,M02,Planned,Calibration,10.2,1
DT-0010853,WO-004552,2026-06-29,Afternoon,M02,Microstop,Material jam,68.67,0
DT-0010854,WO-004552,2026-06-29,Afternoon,M02,Microstop,Material jam,2.87,0
DT-0010855,WO-004553,2026-06-29,Morning,M03,Breakdown,Sensor fault,4.13,0
DT-0010856,WO-004553,2026-06-29,Morning,M03,Breakdown,Mechanical fault,31.41,0
DT-0010857,WO-004554,2026-06-29,Afternoon,M03,Microstop,Material jam,51.91,0
DT-0010858,WO-004555,2026-06-29,Morning,M04,Breakdown,Robot recovery,25.32,0
DT-0010859,WO-004555,2026-06-29,Morning,M04,Microstop,Torch cleaning,1.0,0
DT-0010860,WO-004555,2026-06-29,Morning,M04,Process,Weld parameter adjustment,29.09,0
DT-0010861,WO-004555,2026-06-29,Morning,M04,Planned,Calibration,32.5,1
DT-0010862,WO-004555,2026-06-29,Morning,M04,Changeover,Fixture setup,28.88,0
DT-0010863,WO-004556,2026-06-29,Afternoon,M04,Process,Parameter adjustment,110.25,0
DT-0010864,WO-004557,2026-06-29,Morning,M05,Breakdown,Mechanical fault,14.64,0
DT-0010865,WO-004557,2026-06-29,Morning,M05,Changeover,Planned changeover,9.46,1
DT-0010866,WO-004557,2026-06-29,Morning,M05,Microstop,Material jam,16.76,0
DT-0010867,WO-004558,2026-06-29,Afternoon,M05,Material,Material shortage,55.11,0
DT-0010868,WO-004558,2026-06-29,Afternoon,M05,Planned,Preventive maintenance,17.73,1
DT-0010869,WO-004559,2026-06-29,Morning,M06,Planned,Calibration,8.43,1
DT-0010870,WO-004559,2026-06-29,Morning,M06,Changeover,Tooling change,15.08,0
DT-0010871,WO-004560,2026-06-29,Afternoon,M06,Planned,Preventive maintenance,38.41,1
DT-0010872,WO-004560,2026-06-29,Afternoon,M06,Breakdown,Mechanical fault,2.89,0
DT-0010873,WO-004561,2026-06-30,Morning,M01,Breakdown,Mechanical fault,4.45,0
DT-0010874,WO-004561,2026-06-30,Morning,M01,Process,Parameter adjustment,10.15,0
DT-0010875,WO-004561,2026-06-30,Morning,M01,Changeover,Tooling change,10.04,0
DT-0010876,WO-004561,2026-06-30,Morning,M01,Material,Material shortage,9.24,0
DT-0010877,WO-004562,2026-06-30,Afternoon,M01,Changeover,Planned changeover,4.13,1
DT-0010878,WO-004562,2026-06-30,Afternoon,M01,Changeover,Planned changeover,51.28,1
DT-0010879,WO-004563,2026-06-30,Morning,M02,Microstop,Material jam,4.67,0
DT-0010880,WO-004563,2026-06-30,Morning,M02,Process,Parameter adjustment,2.64,0
DT-0010881,WO-004563,2026-06-30,Morning,M02,Changeover,Tooling change,30.32,0
DT-0010882,WO-004563,2026-06-30,Morning,M02,Planned,Preventive maintenance,7.13,1
DT-0010883,WO-004564,2026-06-30,Afternoon,M02,Changeover,Tooling change,13.14,0
DT-0010884,WO-004564,2026-06-30,Afternoon,M02,Material,Material shortage,42.69,0
DT-0010885,WO-004565,2026-06-30,Morning,M03,Microstop,Vision retry,7.93,0
DT-0010886,WO-004565,2026-06-30,Morning,M03,Microstop,Vision retry,34.61,0
DT-0010887,WO-004565,2026-06-30,Morning,M03,Breakdown,Sensor fault,1.04,0
DT-0010888,WO-004566,2026-06-30,Afternoon,M03,Process,Parameter adjustment,17.63,0
DT-0010889,WO-004566,2026-06-30,Afternoon,M03,Process,Parameter adjustment,0.99,0
DT-0010890,WO-004566,2026-06-30,Afternoon,M03,Microstop,Vision retry,3.01,0
DT-0010891,WO-004567,2026-06-30,Morning,M04,Breakdown,Sensor fault,56.49,0
DT-0010892,WO-004567,2026-06-30,Morning,M04,Changeover,Fixture setup,17.42,0
DT-0010893,WO-004567,2026-06-30,Morning,M04,Changeover,Fixture setup,32.86,0
DT-0010894,WO-004568,2026-06-30,Afternoon,M04,Changeover,Fixture setup,86.19,0
DT-0010895,WO-004568,2026-06-30,Afternoon,M04,Process,Weld parameter adjustment,39.83,0
DT-0010896,WO-004569,2026-06-30,Morning,M05,Material,Material shortage,31.26,0
DT-0010897,WO-004569,2026-06-30,Morning,M05,Breakdown,Sensor fault,10.34,0
DT-0010898,WO-004569,2026-06-30,Morning,M05,Microstop,Material jam,11.04,0
DT-0010899,WO-004570,2026-06-30,Afternoon,M05,Planned,Calibration,6.75,1
DT-0010900,WO-004570,2026-06-30,Afternoon,M05,Microstop,Material jam,25.78,0
DT-0010901,WO-004570,2026-06-30,Afternoon,M05,Breakdown,Mechanical fault,18.11,0
DT-0010902,WO-004571,2026-06-30,Morning,M06,Process,Parameter adjustment,23.43,0
DT-0010903,WO-004571,2026-06-30,Morning,M06,Changeover,Planned changeover,9.1,1
DT-0010904,WO-004572,2026-06-30,Afternoon,M06,Material,Material shortage,12.69,0
DT-0010905,WO-004572,2026-06-30,Afternoon,M06,Changeover,Tooling change,5.45,0
DT-0010906,WO-004572,2026-06-30,Afternoon,M06,Changeover,Tooling change,23.25,0
DT-0010907,WO-004573,2026-07-01,Morning,M01,Changeover,Planned changeover,51.37,1
DT-0010908,WO-004574,2026-07-01,Afternoon,M01,Changeover,Tooling change,48.9,0
DT-0010909,WO-004574,2026-07-01,Afternoon,M01,Breakdown,Sensor fault,4.28,0
DT-0010910,WO-004574,2026-07-01,Afternoon,M01,Planned,Preventive maintenance,11.29,1
DT-0010911,WO-004575,2026-07-01,Morning,M02,Process,Parameter adjustment,3.66,0
DT-0010912,WO-004575,2026-07-01,Morning,M02,Changeover,Tooling change,34.56,0
DT-0010913,WO-004576,2026-07-01,Afternoon,M02,Changeover,Planned changeover,11.05,1
DT-0010914,WO-004576,2026-07-01,Afternoon,M02,Planned,Preventive maintenance,29.54,1
DT-0010915,WO-004576,2026-07-01,Afternoon,M02,Breakdown,Sensor fault,34.28,0
DT-0010916,WO-004577,2026-07-01,Morning,M03,Microstop,Vision retry,27.83,0
DT-0010917,WO-004578,2026-07-01,Afternoon,M03,Process,Parameter adjustment,56.87,0
DT-0010918,WO-004579,2026-07-01,Morning,M04,Planned,Calibration,123.63,1
DT-0010919,WO-004580,2026-07-01,Afternoon,M04,Changeover,Fixture setup,56.55,0
DT-0010920,WO-004580,2026-07-01,Afternoon,M04,Changeover,Fixture setup,30.13,0
DT-0010921,WO-004580,2026-07-01,Afternoon,M04,Breakdown,Robot recovery,13.81,0
DT-0010922,WO-004580,2026-07-01,Afternoon,M04,Breakdown,Robot recovery,26.53,0
DT-0010923,WO-004581,2026-07-01,Morning,M05,Microstop,Vision retry,7.97,0
DT-0010924,WO-004581,2026-07-01,Morning,M05,Process,Parameter adjustment,10.63,0
DT-0010925,WO-004581,2026-07-01,Morning,M05,Microstop,Vision retry,0.98,0
DT-0010926,WO-004581,2026-07-01,Morning,M05,Breakdown,Mechanical fault,23.0,0
DT-0010927,WO-004582,2026-07-01,Afternoon,M05,Planned,Preventive maintenance,15.65,1
DT-0010928,WO-004582,2026-07-01,Afternoon,M05,Process,Parameter adjustment,5.72,0
DT-0010929,WO-004582,2026-07-01,Afternoon,M05,Microstop,Material jam,7.61,0
DT-0010930,WO-004582,2026-07-01,Afternoon,M05,Process,Parameter adjustment,26.69,0
DT-0010931,WO-004582,2026-07-01,Afternoon,M05,Microstop,Vision retry,7.02,0
DT-0010932,WO-004583,2026-07-01,Morning,M06,Breakdown,Sensor fault,36.89,0
DT-0010933,WO-004584,2026-07-01,Afternoon,M06,Breakdown,Mechanical fault,4.13,0
DT-0010934,WO-004584,2026-07-01,Afternoon,M06,Material,Material shortage,29.49,0
DT-0010935,WO-004585,2026-07-02,Afternoon,M01,Microstop,Material jam,49.35,0
DT-0010936,WO-004586,2026-07-02,Morning,M02,Material,Material shortage,62.65,0
DT-0010937,WO-004587,2026-07-02,Afternoon,M02,Changeover,Tooling change,50.68,0
DT-0010938,WO-004587,2026-07-02,Afternoon,M02,Breakdown,Mechanical fault,12.06,0
DT-0010939,WO-004587,2026-07-02,Afternoon,M02,Microstop,Material jam,0.99,0
DT-0010940,WO-004588,2026-07-02,Morning,M03,Material,Material shortage,12.52,0
DT-0010941,WO-004588,2026-07-02,Morning,M03,Material,Material shortage,1.45,0
DT-0010942,WO-004588,2026-07-02,Morning,M03,Breakdown,Sensor fault,30.37,0
DT-0010943,WO-004589,2026-07-02,Afternoon,M03,Planned,Calibration,20.04,1
DT-0010944,WO-004589,2026-07-02,Afternoon,M03,Breakdown,Mechanical fault,1.5,0
DT-0010945,WO-004589,2026-07-02,Afternoon,M03,Changeover,Tooling change,22.17,0
DT-0010946,WO-004590,2026-07-02,Morning,M04,Changeover,Fixture setup,31.46,0
DT-0010947,WO-004590,2026-07-02,Morning,M04,Microstop,Torch cleaning,73.5,0
DT-0010948,WO-004591,2026-07-02,Afternoon,M04,Microstop,Torch cleaning,131.95,0
DT-0010949,WO-004592,2026-07-02,Morning,M05,Microstop,Material jam,9.95,0
DT-0010950,WO-004592,2026-07-02,Morning,M05,Breakdown,Mechanical fault,42.84,0
DT-0010951,WO-004593,2026-07-02,Afternoon,M05,Microstop,Vision retry,78.52,0
DT-0010952,WO-004594,2026-07-02,Morning,M06,Material,Material shortage,30.57,0
DT-0010953,WO-004594,2026-07-02,Morning,M06,Changeover,Tooling change,2.96,0
DT-0010954,WO-004595,2026-07-02,Afternoon,M06,Process,Parameter adjustment,11.59,0
DT-0010955,WO-004595,2026-07-02,Afternoon,M06,Microstop,Vision retry,23.4,0
DT-0010956,WO-004595,2026-07-02,Afternoon,M06,Breakdown,Mechanical fault,3.21,0
DT-0010957,WO-004596,2026-07-03,Morning,M01,Planned,Calibration,19.02,1
DT-0010958,WO-004596,2026-07-03,Morning,M01,Planned,Preventive maintenance,24.77,1
DT-0010959,WO-004597,2026-07-03,Afternoon,M01,Material,Material shortage,24.05,0
DT-0010960,WO-004597,2026-07-03,Afternoon,M01,Microstop,Vision retry,3.25,0
DT-0010961,WO-004597,2026-07-03,Afternoon,M01,Breakdown,Mechanical fault,3.9,0
DT-0010962,WO-004597,2026-07-03,Afternoon,M01,Process,Parameter adjustment,18.75,0
DT-0010963,WO-004598,2026-07-03,Morning,M02,Breakdown,Sensor fault,10.47,0
DT-0010964,WO-004598,2026-07-03,Morning,M02,Changeover,Tooling change,11.36,0
DT-0010965,WO-004598,2026-07-03,Morning,M02,Changeover,Planned changeover,24.96,1
DT-0010966,WO-004599,2026-07-03,Afternoon,M02,Process,Parameter adjustment,5.12,0
DT-0010967,WO-004599,2026-07-03,Afternoon,M02,Microstop,Vision retry,27.86,0
DT-0010968,WO-004599,2026-07-03,Afternoon,M02,Microstop,Material jam,7.83,0
DT-0010969,WO-004599,2026-07-03,Afternoon,M02,Changeover,Planned changeover,7.01,1
DT-0010970,WO-004600,2026-07-03,Morning,M03,Changeover,Tooling change,29.94,0
DT-0010971,WO-004600,2026-07-03,Morning,M03,Planned,Calibration,4.43,1
DT-0010972,WO-004601,2026-07-03,Afternoon,M03,Process,Parameter adjustment,42.16,0
DT-0010973,WO-004602,2026-07-03,Morning,M04,Changeover,Fixture setup,56.18,0
DT-0010974,WO-004602,2026-07-03,Morning,M04,Breakdown,Wire feeder fault,47.31,0
DT-0010975,WO-004603,2026-07-03,Afternoon,M04,Breakdown,Robot recovery,33.3,0
DT-0010976,WO-004603,2026-07-03,Afternoon,M04,Changeover,Fixture setup,15.36,0
DT-0010977,WO-004603,2026-07-03,Afternoon,M04,Breakdown,Robot recovery,85.59,0
DT-0010978,WO-004604,2026-07-03,Morning,M05,Microstop,Material jam,14.99,0
DT-0010979,WO-004604,2026-07-03,Morning,M05,Breakdown,Sensor fault,48.37,0
DT-0010980,WO-004605,2026-07-03,Afternoon,M05,Changeover,Tooling change,2.44,0
DT-0010981,WO-004605,2026-07-03,Afternoon,M05,Planned,Preventive maintenance,72.43,1
DT-0010982,WO-004606,2026-07-03,Morning,M06,Material,Material shortage,1.3,0
DT-0010983,WO-004606,2026-07-03,Morning,M06,Microstop,Material jam,2.23,0
DT-0010984,WO-004606,2026-07-03,Morning,M06,Breakdown,Sensor fault,1.77,0
DT-0010985,WO-004606,2026-07-03,Morning,M06,Planned,Preventive maintenance,29.73,1
DT-0010986,WO-004607,2026-07-03,Afternoon,M06,Planned,Preventive maintenance,45.34,1
DT-0010987,WO-004608,2026-07-06,Morning,M01,Process,Parameter adjustment,71.95,0
DT-0010988,WO-004609,2026-07-06,Afternoon,M01,Microstop,Vision retry,35.58,0
DT-0010989,WO-004609,2026-07-06,Afternoon,M01,Material,Material shortage,8.06,0
DT-0010990,WO-004609,2026-07-06,Afternoon,M01,Breakdown,Sensor fault,5.84,0
DT-0010991,WO-004610,2026-07-06,Morning,M02,Microstop,Material jam,27.47,0
DT-0010992,WO-004610,2026-07-06,Morning,M02,Changeover,Tooling change,0.98,0
DT-0010993,WO-004610,2026-07-06,Morning,M02,Process,Parameter adjustment,17.62,0
DT-0010994,WO-004610,2026-07-06,Morning,M02,Microstop,Vision retry,6.54,0
DT-0010995,WO-004611,2026-07-06,Afternoon,M02,Microstop,Vision retry,58.93,0
DT-0010996,WO-004611,2026-07-06,Afternoon,M02,Material,Material shortage,11.66,0
DT-0010997,WO-004612,2026-07-06,Morning,M03,Breakdown,Mechanical fault,0.99,0
DT-0010998,WO-004612,2026-07-06,Morning,M03,Changeover,Tooling change,48.29,0
DT-0010999,WO-004613,2026-07-06,Afternoon,M03,Planned,Preventive maintenance,6.48,1
DT-0011000,WO-004613,2026-07-06,Afternoon,M03,Microstop,Material jam,54.95,0
DT-0011001,WO-004614,2026-07-06,Morning,M04,Material,Material shortage,77.81,0
DT-0011002,WO-004614,2026-07-06,Morning,M04,Microstop,Vision retry,39.58,0
DT-0011003,WO-004615,2026-07-06,Afternoon,M04,Breakdown,Robot recovery,9.58,0
DT-0011004,WO-004615,2026-07-06,Afternoon,M04,Breakdown,Sensor fault,39.75,0
DT-0011005,WO-004615,2026-07-06,Afternoon,M04,Changeover,Planned changeover,7.04,1
DT-0011006,WO-004615,2026-07-06,Afternoon,M04,Breakdown,Robot recovery,53.31,0
DT-0011007,WO-004616,2026-07-06,Morning,M05,Microstop,Material jam,6.87,0
DT-0011008,WO-004616,2026-07-06,Morning,M05,Microstop,Vision retry,33.88,0
DT-0011009,WO-004617,2026-07-06,Afternoon,M05,Microstop,Vision retry,45.58,0
DT-0011010,WO-004618,2026-07-06,Morning,M06,Microstop,Vision retry,3.93,0
DT-0011011,WO-004618,2026-07-06,Morning,M06,Microstop,Vision retry,19.73,0
DT-0011012,WO-004619,2026-07-06,Afternoon,M06,Microstop,Vision retry,22.72,0
DT-0011013,WO-004620,2026-07-07,Morning,M01,Material,Material shortage,14.03,0
DT-0011014,WO-004620,2026-07-07,Morning,M01,Microstop,Vision retry,25.32,0
DT-0011015,WO-004621,2026-07-07,Afternoon,M01,Microstop,Vision retry,38.53,0
DT-0011016,WO-004621,2026-07-07,Afternoon,M01,Breakdown,Sensor fault,15.47,0
DT-0011017,WO-004622,2026-07-07,Morning,M02,Process,Parameter adjustment,35.24,0
DT-0011018,WO-004623,2026-07-07,Afternoon,M02,Microstop,Material jam,12.38,0
DT-0011019,WO-004623,2026-07-07,Afternoon,M02,Changeover,Planned changeover,12.0,1
DT-0011020,WO-004623,2026-07-07,Afternoon,M02,Material,Material shortage,14.44,0
DT-0011021,WO-004624,2026-07-07,Morning,M03,Breakdown,Mechanical fault,39.29,0
DT-0011022,WO-004625,2026-07-07,Afternoon,M03,Planned,Calibration,28.43,1
DT-0011023,WO-004625,2026-07-07,Afternoon,M03,Process,Parameter adjustment,18.46,0
DT-0011024,WO-004625,2026-07-07,Afternoon,M03,Planned,Preventive maintenance,0.98,1
DT-0011025,WO-004625,2026-07-07,Afternoon,M03,Changeover,Tooling change,0.98,0
DT-0011026,WO-004626,2026-07-07,Morning,M04,Planned,Calibration,5.76,1
DT-0011027,WO-004626,2026-07-07,Morning,M04,Changeover,Fixture setup,93.64,0
DT-0011028,WO-004627,2026-07-07,Afternoon,M04,Changeover,Tooling change,20.49,0
