check_id,order_id,date,machine_id,product_id,defect_type,defect_count,result
QC-0012848,WO-004283,2026-05-27,M04,P06,Cosmetic,3,FAIL
QC-0012849,WO-004283,2026-05-27,M04,P06,Surface finish,1,FAIL
QC-0012850,WO-004284,2026-05-27,M05,P04,Dimensional,3,FAIL
QC-0012851,WO-004284,2026-05-27,M05,P04,Surface finish,0,PASS
QC-0012852,WO-004284,2026-05-27,M05,P04,Cosmetic,1,FAIL
QC-0012853,WO-004285,2026-05-27,M05,P01,Dimensional,3,FAIL
QC-0012854,WO-004285,2026-05-27,M05,P01,Cosmetic,1,FAIL
QC-0012855,WO-004285,2026-05-27,M05,P01,Material defect,2,FAIL
QC-0012856,WO-004286,2026-05-27,M06,P04,Assembly mismatch,2,FAIL
QC-0012857,WO-004286,2026-05-27,M06,P04,Dimensional,0,PASS
QC-0012858,WO-004286,2026-05-27,M06,P04,Material defect,1,FAIL
QC-0012859,WO-004287,2026-05-27,M06,P06,Material defect,5,FAIL
QC-0012860,WO-004287,2026-05-27,M06,P06,Weld porosity,2,FAIL
QC-0012861,WO-004287,2026-05-27,M06,P06,Assembly mismatch,0,PASS
QC-0012862,WO-004288,2026-05-28,M01,P03,Surface finish,3,FAIL
QC-0012863,WO-004288,2026-05-28,M01,P03,Assembly mismatch,5,FAIL
QC-0012864,WO-004288,2026-05-28,M01,P03,Weld porosity,3,FAIL
QC-0012865,WO-004289,2026-05-28,M01,P01,Surface finish,2,FAIL
QC-0012866,WO-004289,2026-05-28,M01,P01,Cosmetic,2,FAIL
QC-0012867,WO-004289,2026-05-28,M01,P01,Weld porosity,2,FAIL
QC-0012868,WO-004290,2026-05-28,M02,P02,Assembly mismatch,5,FAIL
QC-0012869,WO-004290,2026-05-28,M02,P02,Surface finish,1,FAIL
QC-0012870,WO-004290,2026-05-28,M02,P02,Weld porosity,1,FAIL
QC-0012871,WO-004291,2026-05-28,M02,P02,Dimensional,1,FAIL
QC-0012872,WO-004291,2026-05-28,M02,P02,Cosmetic,2,FAIL
QC-0012873,WO-004291,2026-05-28,M02,P02,Material defect,2,FAIL
QC-0012874,WO-004292,2026-05-28,M03,P01,Weld porosity,3,FAIL
QC-0012875,WO-004292,2026-05-28,M03,P01,Dimensional,2,FAIL
QC-0012876,WO-004292,2026-05-28,M03,P01,Material defect,0,PASS
QC-0012877,WO-004293,2026-05-28,M03,P05,Assembly mismatch,6,FAIL
QC-0012878,WO-004293,2026-05-28,M03,P05,Surface finish,2,FAIL
QC-0012879,WO-004293,2026-05-28,M03,P05,Cosmetic,2,FAIL
QC-0012880,WO-004294,2026-05-28,M04,P06,Weld porosity,3,FAIL
QC-0012881,WO-004294,2026-05-28,M04,P06,Cosmetic,3,FAIL
QC-0012882,WO-004294,2026-05-28,M04,P06,Surface finish,1,FAIL
QC-0012883,WO-004295,2026-05-28,M04,P03,Dimensional,4,FAIL
QC-0012884,WO-004295,2026-05-28,M04,P03,Weld porosity,2,FAIL
QC-0012885,WO-004295,2026-05-28,M04,P03,Cosmetic,2,FAIL
QC-0012886,WO-004296,2026-05-28,M05,P05,Dimensional,5,FAIL
QC-0012887,WO-004296,2026-05-28,M05,P05,Assembly mismatch,2,FAIL
QC-0012888,WO-004296,2026-05-28,M05,P05,Surface finish,2,FAIL
QC-0012889,WO-004297,2026-05-28,M06,P06,Dimensional,5,FAIL
QC-0012890,WO-004297,2026-05-28,M06,P06,Weld porosity,2,FAIL
QC-0012891,WO-004297,2026-05-28,M06,P06,Material defect,1,FAIL
QC-0012892,WO-004298,2026-05-28,M06,P06,Dimensional,8,FAIL
QC-0012893,WO-004298,2026-05-28,M06,P06,Material defect,0,PASS
QC-0012894,WO-004298,2026-05-28,M06,P06,Cosmetic,0,PASS
QC-0012895,WO-004299,2026-05-29,M01,P03,Surface finish,4,FAIL
QC-0012896,WO-004299,2026-05-29,M01,P03,Material defect,3,FAIL
QC-0012897,WO-004299,2026-05-29,M01,P03,Dimensional,2,FAIL
QC-0012898,WO-004300,2026-05-29,M01,P01,Weld porosity,3,FAIL
QC-0012899,WO-004300,2026-05-29,M01,P01,Assembly mismatch,2,FAIL
QC-0012900,WO-004300,2026-05-29,M01,P01,Cosmetic,0,PASS
QC-0012901,WO-004301,2026-05-29,M02,P02,Cosmetic,6,FAIL
QC-0012902,WO-004301,2026-05-29,M02,P02,Assembly mismatch,0,PASS
QC-0012903,WO-004301,2026-05-29,M02,P02,Material defect,1,FAIL
QC-0012904,WO-004302,2026-05-29,M02,P02,Surface finish,4,FAIL
QC-0012905,WO-004302,2026-05-29,M02,P02,Material defect,1,FAIL
QC-0012906,WO-004302,2026-05-29,M02,P02,Dimensional,2,FAIL
QC-0012907,WO-004303,2026-05-29,M03,P05,Weld porosity,5,FAIL
QC-0012908,WO-004303,2026-05-29,M03,P05,Surface finish,4,FAIL
QC-0012909,WO-004303,2026-05-29,M03,P05,Assembly mismatch,0,PASS
QC-0012910,WO-004304,2026-05-29,M03,P05,Weld porosity,6,FAIL
QC-0012911,WO-004304,2026-05-29,M03,P05,Surface finish,3,FAIL
QC-0012912,WO-004304,2026-05-29,M03,P05,Dimensional,3,FAIL
QC-0012913,WO-004305,2026-05-29,M04,P06,Weld porosity,4,FAIL
QC-0012914,WO-004305,2026-05-29,M04,P06,Material defect,3,FAIL
QC-0012915,WO-004305,2026-05-29,M04,P06,Cosmetic,0,PASS
QC-0012916,WO-004306,2026-05-29,M04,P04,Material defect,3,FAIL
QC-0012917,WO-004306,2026-05-29,M04,P04,Dimensional,2,FAIL
QC-0012918,WO-004306,2026-05-29,M04,P04,Weld porosity,0,PASS
QC-0012919,WO-004307,2026-05-29,M05,P06,Cosmetic,3,FAIL
QC-0012920,WO-004307,2026-05-29,M05,P06,Dimensional,3,FAIL
QC-0012921,WO-004307,2026-05-29,M05,P06,Assembly mismatch,0,PASS
QC-0012922,WO-004308,2026-05-29,M05,P04,Weld porosity,5,FAIL
QC-0012923,WO-004308,2026-05-29,M05,P04,Dimensional,0,PASS
QC-0012924,WO-004308,2026-05-29,M05,P04,Assembly mismatch,1,FAIL
QC-0012925,WO-004309,2026-05-29,M06,P06,Dimensional,5,FAIL
QC-0012926,WO-004309,2026-05-29,M06,P06,Surface finish,2,FAIL
QC-0012927,WO-004309,2026-05-29,M06,P06,Material defect,0,PASS
QC-0012928,WO-004310,2026-05-29,M06,P04,Surface finish,3,FAIL
QC-0012929,WO-004310,2026-05-29,M06,P04,Cosmetic,1,FAIL
QC-0012930,WO-004310,2026-05-29,M06,P04,Material defect,1,FAIL
QC-0012931,WO-004311,2026-06-01,M01,P02,Surface finish,4,FAIL
QC-0012932,WO-004311,2026-06-01,M01,P02,Weld porosity,1,FAIL
QC-0012933,WO-004311,2026-06-01,M01,P02,Cosmetic,0,PASS
QC-0012934,WO-004312,2026-06-01,M01,P01,Cosmetic,4,FAIL
QC-0012935,WO-004312,2026-06-01,M01,P01,Material defect,0,PASS
QC-0012936,WO-004312,2026-06-01,M01,P01,Surface finish,1,FAIL
QC-0012937,WO-004313,2026-06-01,M02,P05,Surface finish,6,FAIL
QC-0012938,WO-004313,2026-06-01,M02,P05,Dimensional,3,FAIL
QC-0012939,WO-004313,2026-06-01,M02,P05,Assembly mismatch,2,FAIL
QC-0012940,WO-004314,2026-06-01,M02,P01,Cosmetic,2,FAIL
QC-0012941,WO-004314,2026-06-01,M02,P01,Weld porosity,3,FAIL
QC-0012942,WO-004314,2026-06-01,M02,P01,Dimensional,0,PASS
QC-0012943,WO-004315,2026-06-01,M03,P05,Surface finish,8,FAIL
QC-0012944,WO-004315,2026-06-01,M03,P05,Assembly mismatch,2,FAIL
QC-0012945,WO-004315,2026-06-01,M03,P05,Material defect,1,FAIL
QC-0012946,WO-004316,2026-06-01,M03,P05,Surface finish,5,FAIL
QC-0012947,WO-004316,2026-06-01,M03,P05,Cosmetic,5,FAIL
QC-0012948,WO-004316,2026-06-01,M03,P05,Assembly mismatch,1,FAIL
QC-0012949,WO-004317,2026-06-01,M04,P06,Weld porosity,6,FAIL
QC-0012950,WO-004317,2026-06-01,M04,P06,Assembly mismatch,1,FAIL
QC-0012951,WO-004317,2026-06-01,M04,P06,Dimensional,0,PASS
QC-0012952,WO-004318,2026-06-01,M04,P06,Surface finish,1,FAIL
QC-0012953,WO-004318,2026-06-01,M04,P06,Dimensional,4,FAIL
QC-0012954,WO-004318,2026-06-01,M04,P06,Weld porosity,1,FAIL
QC-0012955,WO-004319,2026-06-01,M05,P01,Dimensional,1,FAIL
QC-0012956,WO-004319,2026-06-01,M05,P01,Surface finish,2,FAIL
QC-0012957,WO-004319,2026-06-01,M05,P01,Material defect,1,FAIL
QC-0012958,WO-004320,2026-06-01,M05,P04,Material defect,5,FAIL
QC-0012959,WO-004320,2026-06-01,M05,P04,Assembly mismatch,1,FAIL
QC-0012960,WO-004320,2026-06-01,M05,P04,Cosmetic,0,PASS
QC-0012961,WO-004321,2026-06-01,M06,P05,Assembly mismatch,10,FAIL
QC-0012962,WO-004321,2026-06-01,M06,P05,Weld porosity,0,PASS
QC-0012963,WO-004321,2026-06-01,M06,P05,Dimensional,2,FAIL
QC-0012964,WO-004322,2026-06-01,M06,P04,Material defect,5,FAIL
QC-0012965,WO-004322,2026-06-01,M06,P04,Dimensional,1,FAIL
QC-0012966,WO-004322,2026-06-01,M06,P04,Cosmetic,0,PASS
QC-0012967,WO-004323,2026-06-02,M01,P01,Dimensional,3,FAIL
QC-0012968,WO-004323,2026-06-02,M01,P01,Weld porosity,1,FAIL
QC-0012969,WO-004323,2026-06-02,M01,P01,Cosmetic,0,PASS
QC-0012970,WO-004324,2026-06-02,M01,P01,Dimensional,3,FAIL
QC-0012971,WO-004324,2026-06-02,M01,P01,Cosmetic,0,PASS
QC-0012972,WO-004324,2026-06-02,M01,P01,Surface finish,1,FAIL
QC-0012973,WO-004325,2026-06-02,M02,P02,Dimensional,2,FAIL
QC-0012974,WO-004325,2026-06-02,M02,P02,Surface finish,1,FAIL
QC-0012975,WO-004325,2026-06-02,M02,P02,Assembly mismatch,3,FAIL
QC-0012976,WO-004326,2026-06-02,M02,P05,Surface finish,6,FAIL
QC-0012977,WO-004326,2026-06-02,M02,P05,Dimensional,4,FAIL
QC-0012978,WO-004326,2026-06-02,M02,P05,Material defect,2,FAIL
QC-0012979,WO-004327,2026-06-02,M03,P03,Weld porosity,4,FAIL
QC-0012980,WO-004327,2026-06-02,M03,P03,Dimensional,2,FAIL
QC-0012981,WO-004327,2026-06-02,M03,P03,Material defect,1,FAIL
QC-0012982,WO-004328,2026-06-02,M03,P01,Weld porosity,5,FAIL
QC-0012983,WO-004328,2026-06-02,M03,P01,Material defect,2,FAIL
QC-0012984,WO-004328,2026-06-02,M03,P01,Dimensional,1,FAIL
QC-0012985,WO-004329,2026-06-02,M04,P04,Surface finish,1,FAIL
QC-0012986,WO-004329,2026-06-02,M04,P04,Weld porosity,3,FAIL
QC-0012987,WO-004329,2026-06-02,M04,P04,Material defect,0,PASS
QC-0012988,WO-004330,2026-06-02,M04,P06,Weld porosity,4,FAIL
QC-0012989,WO-004330,2026-06-02,M04,P06,Material defect,1,FAIL
QC-0012990,WO-004330,2026-06-02,M04,P06,Assembly mismatch,1,FAIL
QC-0012991,WO-004331,2026-06-02,M05,P01,Cosmetic,1,FAIL
QC-0012992,WO-004331,2026-06-02,M05,P01,Surface finish,1,FAIL
QC-0012993,WO-004331,2026-06-02,M05,P01,Dimensional,2,FAIL
QC-0012994,WO-004332,2026-06-02,M05,P05,Surface finish,5,FAIL
QC-0012995,WO-004332,2026-06-02,M05,P05,Assembly mismatch,2,FAIL
QC-0012996,WO-004332,2026-06-02,M05,P05,Weld porosity,1,FAIL
QC-0012997,WO-004333,2026-06-02,M06,P04,Cosmetic,1,FAIL
QC-0012998,WO-004333,2026-06-02,M06,P04,Material defect,2,FAIL
QC-0012999,WO-004333,2026-06-02,M06,P04,Dimensional,0,PASS
QC-0013000,WO-004334,2026-06-02,M06,P05,Assembly mismatch,10,FAIL
QC-0013001,WO-004334,2026-06-02,M06,P05,Cosmetic,0,PASS
QC-0013002,WO-004334,2026-06-02,M06,P05,Weld porosity,0,PASS
QC-0013003,WO-004335,2026-06-03,M01,P03,Dimensional,6,FAIL
QC-0013004,WO-004335,2026-06-03,M01,P03,Cosmetic,4,FAIL
QC-0013005,WO-004335,2026-06-03,M01,P03,Material defect,0,PASS
QC-0013006,WO-004336,2026-06-03,M01,P03,Surface finish,8,FAIL
QC-0013007,WO-004336,2026-06-03,M01,P03,Cosmetic,0,PASS
QC-0013008,WO-004336,2026-06-03,M01,P03,Dimensional,0,PASS
QC-0013009,WO-004337,2026-06-03,M02,P05,Weld porosity,4,FAIL
QC-0013010,WO-004337,2026-06-03,M02,P05,Dimensional,4,FAIL
QC-0013011,WO-004337,2026-06-03,M02,P05,Surface finish,2,FAIL
QC-0013012,WO-004338,2026-06-03,M02,P02,Dimensional,6,FAIL
QC-0013013,WO-004338,2026-06-03,M02,P02,Assembly mismatch,0,PASS
QC-0013014,WO-004338,2026-06-03,M02,P02,Cosmetic,3,FAIL
QC-0013015,WO-004339,2026-06-03,M03,P05,Cosmetic,5,FAIL
QC-0013016,WO-004339,2026-06-03,M03,P05,Surface finish,3,FAIL
QC-0013017,WO-004339,2026-06-03,M03,P05,Dimensional,1,FAIL
QC-0013018,WO-004340,2026-06-03,M03,P01,Dimensional,2,FAIL
QC-0013019,WO-004340,2026-06-03,M03,P01,Weld porosity,1,FAIL
QC-0013020,WO-004340,2026-06-03,M03,P01,Assembly mismatch,1,FAIL
QC-0013021,WO-004341,2026-06-03,M04,P06,Weld porosity,4,FAIL
QC-0013022,WO-004341,2026-06-03,M04,P06,Dimensional,2,FAIL
QC-0013023,WO-004341,2026-06-03,M04,P06,Cosmetic,2,FAIL
QC-0013024,WO-004342,2026-06-03,M04,P06,Weld porosity,5,FAIL
QC-0013025,WO-004342,2026-06-03,M04,P06,Cosmetic,0,PASS
QC-0013026,WO-004342,2026-06-03,M04,P06,Assembly mismatch,2,FAIL
QC-0013027,WO-004343,2026-06-03,M05,P01,Assembly mismatch,4,FAIL
QC-0013028,WO-004343,2026-06-03,M05,P01,Cosmetic,1,FAIL
QC-0013029,WO-004343,2026-06-03,M05,P01,Surface finish,0,PASS
QC-0013030,WO-004344,2026-06-03,M05,P01,Assembly mismatch,2,FAIL
QC-0013031,WO-004344,2026-06-03,M05,P01,Dimensional,2,FAIL
QC-0013032,WO-004344,2026-06-03,M05,P01,Material defect,0,PASS
QC-0013033,WO-004345,2026-06-03,M06,P04,Material defect,1,FAIL
QC-0013034,WO-004345,2026-06-03,M06,P04,Cosmetic,1,FAIL
QC-0013035,WO-004345,2026-06-03,M06,P04,Dimensional,1,FAIL
QC-0013036,WO-004346,2026-06-03,M06,P06,Weld porosity,5,FAIL
QC-0013037,WO-004346,2026-06-03,M06,P06,Cosmetic,3,FAIL
QC-0013038,WO-004346,2026-06-03,M06,P06,Material defect,0,PASS
QC-0013039,WO-004347,2026-06-04,M01,P02,Cosmetic,5,FAIL
QC-0013040,WO-004347,2026-06-04,M01,P02,Assembly mismatch,2,FAIL
QC-0013041,WO-004347,2026-06-04,M01,P02,Weld porosity,0,PASS
QC-0013042,WO-004348,2026-06-04,M01,P03,Material defect,5,FAIL
QC-0013043,WO-004348,2026-06-04,M01,P03,Cosmetic,1,FAIL
QC-0013044,WO-004348,2026-06-04,M01,P03,Weld porosity,1,FAIL
QC-0013045,WO-004349,2026-06-04,M02,P05,Weld porosity,4,FAIL
QC-0013046,WO-004349,2026-06-04,M02,P05,Surface finish,5,FAIL
QC-0013047,WO-004349,2026-06-04,M02,P05,Cosmetic,2,FAIL
QC-0013048,WO-004350,2026-06-04,M02,P01,Dimensional,6,FAIL
QC-0013049,WO-004350,2026-06-04,M02,P01,Material defect,1,FAIL
QC-0013050,WO-004350,2026-06-04,M02,P01,Surface finish,0,PASS
QC-0013051,WO-004351,2026-06-04,M03,P03,Surface finish,2,FAIL
QC-0013052,WO-004351,2026-06-04,M03,P03,Material defect,1,FAIL
QC-0013053,WO-004351,2026-06-04,M03,P03,Weld porosity,3,FAIL
QC-0013054,WO-004352,2026-06-04,M03,P05,Material defect,6,FAIL
QC-0013055,WO-004352,2026-06-04,M03,P05,Assembly mismatch,2,FAIL
QC-0013056,WO-004352,2026-06-04,M03,P05,Cosmetic,2,FAIL
QC-0013057,WO-004353,2026-06-04,M04,P06,Weld porosity,5,FAIL
QC-0013058,WO-004353,2026-06-04,M04,P06,Surface finish,2,FAIL
QC-0013059,WO-004353,2026-06-04,M04,P06,Assembly mismatch,1,FAIL
QC-0013060,WO-004354,2026-06-04,M04,P03,Assembly mismatch,6,FAIL
QC-0013061,WO-004354,2026-06-04,M04,P03,Weld porosity,3,FAIL
QC-0013062,WO-004354,2026-06-04,M04,P03,Surface finish,2,FAIL
QC-0013063,WO-004355,2026-06-04,M05,P06,Dimensional,2,FAIL
QC-0013064,WO-004355,2026-06-04,M05,P06,Surface finish,1,FAIL
QC-0013065,WO-004355,2026-06-04,M05,P06,Material defect,3,FAIL
QC-0013066,WO-004356,2026-06-04,M05,P04,Surface finish,6,FAIL
QC-0013067,WO-004356,2026-06-04,M05,P04,Weld porosity,0,PASS
QC-0013068,WO-004356,2026-06-04,M05,P04,Cosmetic,0,PASS
QC-0013069,WO-004357,2026-06-04,M06,P01,Dimensional,2,FAIL
QC-0013070,WO-004357,2026-06-04,M06,P01,Weld porosity,2,FAIL
QC-0013071,WO-004357,2026-06-04,M06,P01,Surface finish,2,FAIL
QC-0013072,WO-004358,2026-06-04,M06,P01,Dimensional,2,FAIL
QC-0013073,WO-004358,2026-06-04,M06,P01,Cosmetic,1,FAIL
QC-0013074,WO-004358,2026-06-04,M06,P01,Assembly mismatch,2,FAIL
QC-0013075,WO-004359,2026-06-05,M01,P01,Assembly mismatch,3,FAIL
QC-0013076,WO-004359,2026-06-05,M01,P01,Cosmetic,2,FAIL
QC-0013077,WO-004359,2026-06-05,M01,P01,Weld porosity,2,FAIL
QC-0013078,WO-004360,2026-06-05,M01,P01,Dimensional,2,FAIL
QC-0013079,WO-004360,2026-06-05,M01,P01,Cosmetic,2,FAIL
QC-0013080,WO-004360,2026-06-05,M01,P01,Weld porosity,2,FAIL
QC-0013081,WO-004361,2026-06-05,M02,P02,Weld porosity,3,FAIL
QC-0013082,WO-004361,2026-06-05,M02,P02,Assembly mismatch,2,FAIL
QC-0013083,WO-004361,2026-06-05,M02,P02,Surface finish,1,FAIL
QC-0013084,WO-004362,2026-06-05,M02,P01,Material defect,1,FAIL
QC-0013085,WO-004362,2026-06-05,M02,P01,Cosmetic,2,FAIL
QC-0013086,WO-004362,2026-06-05,M02,P01,Dimensional,1,FAIL
QC-0013087,WO-004363,2026-06-05,M03,P03,Material defect,5,FAIL
QC-0013088,WO-004363,2026-06-05,M03,P03,Surface finish,0,PASS
QC-0013089,WO-004363,2026-06-05,M03,P03,Cosmetic,1,FAIL
QC-0013090,WO-004364,2026-06-05,M03,P05,Assembly mismatch,5,FAIL
QC-0013091,WO-004364,2026-06-05,M03,P05,Dimensional,3,FAIL
QC-0013092,WO-004364,2026-06-05,M03,P05,Weld porosity,1,FAIL
QC-0013093,WO-004365,2026-06-05,M04,P04,Weld porosity,5,FAIL
QC-0013094,WO-004365,2026-06-05,M04,P04,Cosmetic,0,PASS
QC-0013095,WO-004365,2026-06-05,M04,P04,Surface finish,0,PASS
QC-0013096,WO-004366,2026-06-05,M04,P06,Weld porosity,3,FAIL
QC-0013097,WO-004366,2026-06-05,M04,P06,Cosmetic,2,FAIL
QC-0013098,WO-004366,2026-06-05,M04,P06,Dimensional,1,FAIL
QC-0013099,WO-004367,2026-06-05,M05,P05,Assembly mismatch,7,FAIL
QC-0013100,WO-004367,2026-06-05,M05,P05,Surface finish,2,FAIL
QC-0013101,WO-004367,2026-06-05,M05,P05,Weld porosity,0,PASS
QC-0013102,WO-004368,2026-06-05,M05,P04,Weld porosity,2,FAIL
QC-0013103,WO-004368,2026-06-05,M05,P04,Dimensional,1,FAIL
QC-0013104,WO-004368,2026-06-05,M05,P04,Surface finish,1,FAIL
QC-0013105,WO-004369,2026-06-05,M06,P06,Weld porosity,5,FAIL
QC-0013106,WO-004369,2026-06-05,M06,P06,Surface finish,4,FAIL
QC-0013107,WO-004369,2026-06-05,M06,P06,Assembly mismatch,0,PASS
QC-0013108,WO-004370,2026-06-05,M06,P05,Weld porosity,6,FAIL
QC-0013109,WO-004370,2026-06-05,M06,P05,Material defect,4,FAIL
QC-0013110,WO-004370,2026-06-05,M06,P05,Cosmetic,0,PASS
QC-0013111,WO-004371,2026-06-08,M01,P03,Surface finish,4,FAIL
QC-0013112,WO-004371,2026-06-08,M01,P03,Weld porosity,4,FAIL
QC-0013113,WO-004371,2026-06-08,M01,P03,Assembly mismatch,2,FAIL
QC-0013114,WO-004372,2026-06-08,M01,P01,Dimensional,2,FAIL
QC-0013115,WO-004372,2026-06-08,M01,P01,Cosmetic,0,PASS
QC-0013116,WO-004372,2026-06-08,M01,P01,Assembly mismatch,1,FAIL
QC-0013117,WO-004373,2026-06-08,M02,P01,Material defect,3,FAIL
QC-0013118,WO-004373,2026-06-08,M02,P01,Surface finish,1,FAIL
QC-0013119,WO-004373,2026-06-08,M02,P01,Weld porosity,1,FAIL
QC-0013120,WO-004374,2026-06-08,M02,P02,Surface finish,7,FAIL
QC-0013121,WO-004374,2026-06-08,M02,P02,Dimensional,0,PASS
QC-0013122,WO-004374,2026-06-08,M02,P02,Material defect,1,FAIL
QC-0013123,WO-004375,2026-06-08,M03,P01,Cosmetic,1,FAIL
QC-0013124,WO-004375,2026-06-08,M03,P01,Material defect,2,FAIL
QC-0013125,WO-004375,2026-06-08,M03,P01,Weld porosity,1,FAIL
QC-0013126,WO-004376,2026-06-08,M03,P03,Dimensional,2,FAIL
QC-0013127,WO-004376,2026-06-08,M03,P03,Cosmetic,6,FAIL
QC-0013128,WO-004376,2026-06-08,M03,P03,Weld porosity,2,FAIL
QC-0013129,WO-004377,2026-06-08,M04,P03,Assembly mismatch,8,FAIL
QC-0013130,WO-004377,2026-06-08,M04,P03,Weld porosity,0,PASS
QC-0013131,WO-004377,2026-06-08,M04,P03,Dimensional,1,FAIL
QC-0013132,WO-004378,2026-06-08,M04,P03,Assembly mismatch,7,FAIL
QC-0013133,WO-004378,2026-06-08,M04,P03,Dimensional,4,FAIL
QC-0013134,WO-004378,2026-06-08,M04,P03,Weld porosity,1,FAIL
QC-0013135,WO-004379,2026-06-08,M05,P05,Cosmetic,4,FAIL
QC-0013136,WO-004379,2026-06-08,M05,P05,Surface finish,4,FAIL
QC-0013137,WO-004379,2026-06-08,M05,P05,Weld porosity,3,FAIL
QC-0013138,WO-004380,2026-06-08,M05,P04,Surface finish,3,FAIL
QC-0013139,WO-004380,2026-06-08,M05,P04,Assembly mismatch,1,FAIL
QC-0013140,WO-004380,2026-06-08,M05,P04,Cosmetic,1,FAIL
QC-0013141,WO-004381,2026-06-08,M06,P05,Surface finish,4,FAIL
QC-0013142,WO-004381,2026-06-08,M06,P05,Cosmetic,2,FAIL
QC-0013143,WO-004381,2026-06-08,M06,P05,Dimensional,1,FAIL
QC-0013144,WO-004382,2026-06-08,M06,P04,Cosmetic,4,FAIL
QC-0013145,WO-004382,2026-06-08,M06,P04,Weld porosity,1,FAIL
QC-0013146,WO-004382,2026-06-08,M06,P04,Assembly mismatch,0,PASS
QC-0013147,WO-004383,2026-06-09,M01,P03,Assembly mismatch,3,FAIL
QC-0013148,WO-004383,2026-06-09,M01,P03,Material defect,2,FAIL
QC-0013149,WO-004383,2026-06-09,M01,P03,Cosmetic,1,FAIL
QC-0013150,WO-004384,2026-06-09,M01,P02,Surface finish,0,PASS
QC-0013151,WO-004384,2026-06-09,M01,P02,Cosmetic,4,FAIL
QC-0013152,WO-004384,2026-06-09,M01,P02,Weld porosity,2,FAIL
QC-0013153,WO-004385,2026-06-09,M02,P01,Dimensional,2,FAIL
QC-0013154,WO-004385,2026-06-09,M02,P01,Cosmetic,0,PASS
QC-0013155,WO-004385,2026-06-09,M02,P01,Weld porosity,2,FAIL
QC-0013156,WO-004386,2026-06-09,M02,P01,Assembly mismatch,3,FAIL
QC-0013157,WO-004386,2026-06-09,M02,P01,Dimensional,1,FAIL
QC-0013158,WO-004386,2026-06-09,M02,P01,Weld porosity,2,FAIL
QC-0013159,WO-004387,2026-06-09,M03,P01,Weld porosity,3,FAIL
QC-0013160,WO-004387,2026-06-09,M03,P01,Surface finish,1,FAIL
QC-0013161,WO-004387,2026-06-09,M03,P01,Material defect,2,FAIL
QC-0013162,WO-004388,2026-06-09,M03,P01,Assembly mismatch,6,FAIL
QC-0013163,WO-004388,2026-06-09,M03,P01,Weld porosity,0,PASS
QC-0013164,WO-004388,2026-06-09,M03,P01,Material defect,1,FAIL
QC-0013165,WO-004389,2026-06-09,M04,P04,Assembly mismatch,1,FAIL
QC-0013166,WO-004389,2026-06-09,M04,P04,Cosmetic,3,FAIL
QC-0013167,WO-004389,2026-06-09,M04,P04,Weld porosity,1,FAIL
QC-0013168,WO-004390,2026-06-09,M04,P03,Assembly mismatch,7,FAIL
QC-0013169,WO-004390,2026-06-09,M04,P03,Weld porosity,4,FAIL
QC-0013170,WO-004390,2026-06-09,M04,P03,Cosmetic,1,FAIL
QC-0013171,WO-004391,2026-06-09,M05,P05,Dimensional,6,FAIL
QC-0013172,WO-004391,2026-06-09,M05,P05,Surface finish,4,FAIL
QC-0013173,WO-004391,2026-06-09,M05,P05,Cosmetic,1,FAIL
QC-0013174,WO-004392,2026-06-09,M05,P05,Surface finish,6,FAIL
QC-0013175,WO-004392,2026-06-09,M05,P05,Material defect,1,FAIL
QC-0013176,WO-004392,2026-06-09,M05,P05,Assembly mismatch,3,FAIL
QC-0013177,WO-004393,2026-06-09,M06,P04,Material defect,1,FAIL
QC-0013178,WO-004393,2026-06-09,M06,P04,Cosmetic,2,FAIL
QC-0013179,WO-004393,2026-06-09,M06,P04,Weld porosity,1,FAIL
QC-0013180,WO-004394,2026-06-09,M06,P05,Dimensional,6,FAIL
QC-0013181,WO-004394,2026-06-09,M06,P05,Surface finish,4,FAIL
QC-0013182,WO-004394,2026-06-09,M06,P05,Cosmetic,2,FAIL
QC-0013183,WO-004395,2026-06-10,M01,P03,Weld porosity,3,FAIL
QC-0013184,WO-004395,2026-06-10,M01,P03,Assembly mismatch,1,FAIL
QC-0013185,WO-004395,2026-06-10,M01,P03,Cosmetic,1,FAIL
QC-0013186,WO-004396,2026-06-10,M01,P01,Weld porosity,3,FAIL
QC-0013187,WO-004396,2026-06-10,M01,P01,Cosmetic,1,FAIL
QC-0013188,WO-004396,2026-06-10,M01,P01,Material defect,0,PASS
QC-0013189,WO-004397,2026-06-10,M02,P01,Weld porosity,4,FAIL
QC-0013190,WO-004397,2026-06-10,M02,P01,Cosmetic,0,PASS
QC-0013191,WO-004397,2026-06-10,M02,P01,Dimensional,3,FAIL
QC-0013192,WO-004398,2026-06-10,M02,P05,Assembly mismatch,4,FAIL
QC-0013193,WO-004398,2026-06-10,M02,P05,Weld porosity,3,FAIL
QC-0013194,WO-004398,2026-06-10,M02,P05,Material defect,2,FAIL
QC-0013195,WO-004399,2026-06-10,M03,P01,Weld porosity,4,FAIL
QC-0013196,WO-004399,2026-06-10,M03,P01,Surface finish,1,FAIL
QC-0013197,WO-004399,2026-06-10,M03,P01,Dimensional,0,PASS
QC-0013198,WO-004400,2026-06-10,M03,P05,Assembly mismatch,9,FAIL
QC-0013199,WO-004400,2026-06-10,M03,P05,Surface finish,0,PASS
QC-0013200,WO-004400,2026-06-10,M03,P05,Cosmetic,2,FAIL
